http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	jrk_template	Phylum	Class	Order	Family	GENUS	COMMENT on genus	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Aquatic_habitat_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4267	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02300	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Cylindroconidiis		unspecified_saprotroph							freshwater			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4268	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk10110	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Dactylospora		lichen_parasite	fungal_decomposer	saprotroph_unspecified_some_species			fungal_material,algal_material		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4269	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03294	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Fusichalara		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	none	none				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4270	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04781	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Longimultiseptata												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4271	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07595	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Rhopalophora												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4272	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07879	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Sclerococcum		lichen_parasite	fungal_decomposer	saprotroph_unspecified_some_species			fungal_material,algal_material		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4273	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00122	Ascomycota	Eurotiomycetes	Verrucariales	Adelococcaceae	Adelococcus		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4274	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07753	Ascomycota	Eurotiomycetes	Verrucariales	Adelococcaceae	Sagediopsis		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4275	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07802	Ascomycota	Eurotiomycetes	Verrucariales	Sarcopyreniaceae	Sarcopyrenia		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4276	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00155	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Agonimia		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4277	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00446	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Anthracocarpon		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4278	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00759	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Atla		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	cyanobacterial
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4279	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00848	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Awasthiella		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4280	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00882	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Bagliettoa		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4281	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00972	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Bellemerella		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4282	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01468	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Catapyrenium		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4283	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01834	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Clauzadella		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4284	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01841	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Clavascidium		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4285	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02490	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Dermatocarpon		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4286	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02902	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4287	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03202	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Flakea		lichenized							non-aquatic			thallus_photosynthetic	none	none				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4288	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03468	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Glomerilla		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4289	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03640	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Haleomyces		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4290	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03661	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Halospora		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4291	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03808	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Henrica		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4292	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03834	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Heterocarpon		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4293	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03846	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Heteroplacidium		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4294	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03996	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Hydropunctaria		lichenized							partly_marine_(partly_non-aquatic)			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4295	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04160	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Involucropyrenium		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4296	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04960	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Mastodia		algal_parasite			no_endophytic_capacity	algal_parasite	algal_material		partly_marine_(partly_non-aquatic)		algae	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4297	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05293	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Moriola		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4298	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05584	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Neocatapyrenium		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4299	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05790	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Normandina		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4300	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05792	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Norrlinia		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4301	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06060	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Parabagliettoa		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4302	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06433	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Phaeospora		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4303	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06566	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Phylloblastia		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4304	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06656	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placidiopsis		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4305	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06657	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placidium		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4306	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06660	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placocarpus		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4307	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06670	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placopyrenium		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4308	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06676	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placothelium		lichenized							non-aquatic			thallus_photosynthetic					cyanobacterial	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4309	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06789	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Plurisperma		unspecified_saprotroph										filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4310	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06832	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Polyblastia		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4311	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07265	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Psoroglaena		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4312	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07513	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Rhabdopsora		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4313	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07895	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Scleropyrenium		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4314	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08011	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Servitia		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4315	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08221	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Spheconisca		lichenized		lichenized_loosely					non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4316	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08278	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Sporodictyon		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	cyanobacterial
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4317	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08345	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Staurothele		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4318	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08686	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Telogalla		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4319	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08785	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Thelidiopsis		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4320	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08786	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Thelidium		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4321	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09042	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Trimmatothele		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4322	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09214	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Wahlenbergiella		lichenized							partly_marine_(partly_non-aquatic)			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4323	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09295	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria		lichenized							partly_aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4324	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09305	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucula		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4325	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09307	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verruculopsis		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4326	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09338	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Willeya		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4327	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01128	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariales family incertae sedis	Botryolepraria		lichenized							non-aquatic			thallus_photosynthetic					chlorococcoid	
